bin1_start	bin1_end	bin2_start	bin2_end
42881000	42882000	43095000	43096000
42435000	42436000	43095000	43096000
42591000	42592000	43095000	43096000
42903000	42904000	43095000	43096000
42399000	42400000	43095000	43096000
42896000	42897000	43095000	43096000
42502000	42503000	43095000	43096000
42699000	42700000	43095000	43096000
43064000	43065000	43095000	43096000
42295000	42296000	43095000	43096000
42681000	42682000	43095000	43096000
42580000	42581000	43095000	43096000
42967000	42968000	43095000	43096000
42961000	42962000	43095000	43096000
42578000	42579000	43095000	43096000
42722000	42723000	43095000	43096000
42196000	42197000	43095000	43096000
42990000	42991000	43095000	43096000
42869000	42870000	43097000	43098000
42955000	42956000	43097000	43098000
42590000	42591000	43097000	43098000
42604000	42605000	43097000	43098000
42639000	42640000	43097000	43098000
42812000	42813000	43097000	43098000
42274000	42275000	43097000	43098000
42596000	42597000	43097000	43098000
42597000	42598000	43097000	43098000
42153000	42154000	43097000	43098000
42917000	42918000	43097000	43098000
42413000	42414000	43097000	43098000
42651000	42652000	43097000	43098000
42445000	42446000	43097000	43098000
42505000	42506000	43097000	43098000
42589000	42590000	43097000	43098000
42790000	42791000	43097000	43098000
42948000	42949000	43097000	43098000
42444000	42445000	43097000	43098000
42561000	42562000	43097000	43098000
42672000	42673000	43097000	43098000
43090000	43091000	43097000	43098000
42577000	42578000	43097000	43098000
42872000	42873000	43097000	43098000
42197000	42198000	43097000	43098000
42993000	42994000	43097000	43098000
42533000	42534000	43097000	43098000
42924000	42925000	43097000	43098000
42571000	42572000	43097000	43098000
43068000	43069000	43097000	43098000
42147000	42148000	43097000	43098000
42657000	42658000	43097000	43098000
42568000	42569000	43097000	43098000
42605000	42606000	43097000	43098000
42949000	42950000	43097000	43098000
42195000	42196000	43097000	43098000
42334000	42335000	43097000	43098000
42569000	42570000	43097000	43098000
42745000	42746000	43097000	43098000
42149000	42150000	43097000	43098000
42921000	42922000	43097000	43098000
42978000	42979000	43097000	43098000
42649000	42650000	43097000	43098000
42736000	42737000	43097000	43098000
42393000	42394000	43097000	43098000
42206000	42207000	43097000	43098000
42586000	42587000	43097000	43098000
42590000	42591000	43098000	43099000
42604000	42605000	43098000	43099000
42639000	42640000	43098000	43099000
42812000	42813000	43098000	43099000
42274000	42275000	43098000	43099000
42596000	42597000	43098000	43099000
42597000	42598000	43098000	43099000
42153000	42154000	43098000	43099000
42917000	42918000	43098000	43099000
42413000	42414000	43098000	43099000
42651000	42652000	43098000	43099000
42445000	42446000	43098000	43099000
42505000	42506000	43098000	43099000
42589000	42590000	43098000	43099000
42790000	42791000	43098000	43099000
42948000	42949000	43098000	43099000
42444000	42445000	43098000	43099000
42561000	42562000	43098000	43099000
42672000	42673000	43098000	43099000
43090000	43091000	43098000	43099000
42577000	42578000	43098000	43099000
42872000	42873000	43098000	43099000
42197000	42198000	43098000	43099000
42993000	42994000	43098000	43099000
43097000	43098000	43098000	43099000
42533000	42534000	43098000	43099000
42924000	42925000	43098000	43099000
42571000	42572000	43098000	43099000
43068000	43069000	43098000	43099000
42147000	42148000	43098000	43099000
42657000	42658000	43098000	43099000
42568000	42569000	43098000	43099000
42605000	42606000	43098000	43099000
42949000	42950000	43098000	43099000
42195000	42196000	43098000	43099000
42334000	42335000	43098000	43099000
42569000	42570000	43098000	43099000
42745000	42746000	43098000	43099000
42149000	42150000	43098000	43099000
42921000	42922000	43098000	43099000
42978000	42979000	43098000	43099000
42649000	42650000	43098000	43099000
42736000	42737000	43098000	43099000
42393000	42394000	43098000	43099000
42206000	42207000	43098000	43099000
42586000	42587000	43098000	43099000
42557000	42558000	43098000	43099000
43016000	43017000	43098000	43099000
43095000	43096000	43098000	43099000
42714000	42715000	43098000	43099000
42688000	42689000	43098000	43099000
42951000	42952000	43098000	43099000
42869000	42870000	43104000	43105000
42955000	42956000	43104000	43105000
42590000	42591000	43104000	43105000
42604000	42605000	43104000	43105000
42639000	42640000	43104000	43105000
42812000	42813000	43104000	43105000
42274000	42275000	43104000	43105000
42596000	42597000	43104000	43105000
42597000	42598000	43104000	43105000
42153000	42154000	43104000	43105000
42917000	42918000	43104000	43105000
42413000	42414000	43104000	43105000
42651000	42652000	43104000	43105000
42445000	42446000	43104000	43105000
42505000	42506000	43104000	43105000
42589000	42590000	43104000	43105000
42790000	42791000	43104000	43105000
42948000	42949000	43104000	43105000
42444000	42445000	43104000	43105000
42561000	42562000	43104000	43105000
42672000	42673000	43104000	43105000
43090000	43091000	43104000	43105000
42577000	42578000	43104000	43105000
42872000	42873000	43104000	43105000
42197000	42198000	43104000	43105000
42993000	42994000	43104000	43105000
43097000	43098000	43104000	43105000
42533000	42534000	43104000	43105000
42924000	42925000	43104000	43105000
43098000	43099000	43104000	43105000
42571000	42572000	43104000	43105000
43068000	43069000	43104000	43105000
42147000	42148000	43104000	43105000
42657000	42658000	43104000	43105000
42568000	42569000	43104000	43105000
42605000	42606000	43104000	43105000
42949000	42950000	43104000	43105000
42557000	42558000	43105000	43106000
43016000	43017000	43105000	43106000
43095000	43096000	43105000	43106000
42714000	42715000	43105000	43106000
42688000	42689000	43105000	43106000
42951000	42952000	43105000	43106000
42881000	42882000	43105000	43106000
42435000	42436000	43105000	43106000
42591000	42592000	43105000	43106000
42903000	42904000	43105000	43106000
42399000	42400000	43105000	43106000
42896000	42897000	43105000	43106000
42502000	42503000	43105000	43106000
42699000	42700000	43105000	43106000
43064000	43065000	43105000	43106000
42295000	42296000	43105000	43106000
42681000	42682000	43105000	43106000
42580000	42581000	43105000	43106000
42967000	42968000	43105000	43106000
42961000	42962000	43105000	43106000
42578000	42579000	43105000	43106000
42722000	42723000	43105000	43106000
42196000	42197000	43105000	43106000
42990000	42991000	43105000	43106000
42394000	42395000	43105000	43106000
42142000	42143000	43105000	43106000
42493000	42494000	43105000	43106000
42682000	42683000	43105000	43106000
42696000	42697000	43105000	43106000
42737000	42738000	43105000	43106000
42207000	42208000	43105000	43106000
42575000	42576000	43105000	43106000
42560000	42561000	43105000	43106000
42954000	42955000	43105000	43106000
42519000	42520000	43105000	43106000
42669000	42670000	43105000	43106000
42671000	42672000	43105000	43106000
42968000	42969000	43105000	43106000
42869000	42870000	43113000	43114000
42955000	42956000	43113000	43114000
42590000	42591000	43113000	43114000
42604000	42605000	43113000	43114000
42639000	42640000	43113000	43114000
42812000	42813000	43113000	43114000
42274000	42275000	43113000	43114000
42596000	42597000	43113000	43114000
42597000	42598000	43113000	43114000
42153000	42154000	43113000	43114000
42917000	42918000	43113000	43114000
42413000	42414000	43113000	43114000
42651000	42652000	43113000	43114000
42445000	42446000	43113000	43114000
43104000	43105000	43113000	43114000
42505000	42506000	43113000	43114000
42589000	42590000	43113000	43114000
42790000	42791000	43113000	43114000
42948000	42949000	43113000	43114000
42444000	42445000	43113000	43114000
42561000	42562000	43113000	43114000
42672000	42673000	43113000	43114000
43090000	43091000	43113000	43114000
42577000	42578000	43113000	43114000
42872000	42873000	43113000	43114000
42197000	42198000	43113000	43114000
42993000	42994000	43113000	43114000
43097000	43098000	43113000	43114000
42533000	42534000	43113000	43114000
42924000	42925000	43113000	43114000
43098000	43099000	43113000	43114000
42571000	42572000	43113000	43114000
43068000	43069000	43113000	43114000
42147000	42148000	43113000	43114000
42657000	42658000	43113000	43114000
42568000	42569000	43113000	43114000
42605000	42606000	43113000	43114000
42949000	42950000	43113000	43114000
42195000	42196000	43113000	43114000
42334000	42335000	43113000	43114000
42569000	42570000	43113000	43114000
42745000	42746000	43113000	43114000
42149000	42150000	43113000	43114000
42921000	42922000	43113000	43114000
42978000	42979000	43113000	43114000
42649000	42650000	43113000	43114000
42736000	42737000	43113000	43114000
42393000	42394000	43113000	43114000
42206000	42207000	43113000	43114000
42586000	42587000	43113000	43114000
42990000	42991000	43114000	43115000
42394000	42395000	43114000	43115000
42142000	42143000	43114000	43115000
42493000	42494000	43114000	43115000
42682000	42683000	43114000	43115000
42696000	42697000	43114000	43115000
42737000	42738000	43114000	43115000
42207000	42208000	43114000	43115000
42575000	42576000	43114000	43115000
42560000	42561000	43114000	43115000
42954000	42955000	43114000	43115000
42519000	42520000	43114000	43115000
42669000	42670000	43114000	43115000
42671000	42672000	43114000	43115000
42968000	42969000	43114000	43115000
43079000	43080000	43114000	43115000
42920000	42921000	43114000	43115000
42143000	42144000	43114000	43115000
42658000	42659000	43114000	43115000
42255000	42256000	43114000	43115000
43005000	43006000	43114000	43115000
42646000	42647000	43114000	43115000
43063000	43064000	43114000	43115000
42579000	42580000	43114000	43115000
42599000	42600000	43114000	43115000
42737000	42738000	43118000	43119000
42207000	42208000	43118000	43119000
42575000	42576000	43118000	43119000
42560000	42561000	43118000	43119000
42954000	42955000	43118000	43119000
42519000	42520000	43118000	43119000
42669000	42670000	43118000	43119000
42671000	42672000	43118000	43119000
42968000	42969000	43118000	43119000
43114000	43115000	43118000	43119000
43079000	43080000	43118000	43119000
42920000	42921000	43118000	43119000
42143000	42144000	43118000	43119000
42658000	42659000	43118000	43119000
42255000	42256000	43118000	43119000
43005000	43006000	43118000	43119000
42646000	42647000	43118000	43119000
43063000	43064000	43118000	43119000
42579000	42580000	43118000	43119000
42599000	42600000	43118000	43119000
42950000	42951000	43118000	43119000
42515000	42516000	43118000	43119000
43006000	43007000	43118000	43119000
42695000	42696000	43118000	43119000
42850000	42851000	43118000	43119000
42990000	42991000	43125000	43126000
42394000	42395000	43125000	43126000
42142000	42143000	43125000	43126000
42493000	42494000	43125000	43126000
42682000	42683000	43125000	43126000
42696000	42697000	43125000	43126000
42737000	42738000	43125000	43126000
42207000	42208000	43125000	43126000
42575000	42576000	43125000	43126000
42560000	42561000	43125000	43126000
42954000	42955000	43125000	43126000
42519000	42520000	43125000	43126000
42669000	42670000	43125000	43126000
42671000	42672000	43125000	43126000
42968000	42969000	43125000	43126000
43114000	43115000	43125000	43126000
43079000	43080000	43125000	43126000
43118000	43119000	43125000	43126000
42920000	42921000	43125000	43126000
42143000	42144000	43125000	43126000
42658000	42659000	43125000	43126000
42255000	42256000	43125000	43126000
43005000	43006000	43125000	43126000
42646000	42647000	43125000	43126000
43063000	43064000	43125000	43126000
42579000	42580000	43125000	43126000
42599000	42600000	43125000	43126000
43114000	43115000	43126000	43127000
43125000	43126000	43126000	43127000
43079000	43080000	43126000	43127000
43118000	43119000	43126000	43127000
42920000	42921000	43126000	43127000
42143000	42144000	43126000	43127000
42658000	42659000	43126000	43127000
42255000	42256000	43126000	43127000
43005000	43006000	43126000	43127000
42646000	42647000	43126000	43127000
43063000	43064000	43126000	43127000
42579000	42580000	43126000	43127000
42599000	42600000	43126000	43127000
42950000	42951000	43126000	43127000
42515000	42516000	43126000	43127000
43006000	43007000	43126000	43127000
42695000	42696000	43126000	43127000
42850000	42851000	43126000	43127000
42205000	42206000	43126000	43127000
42652000	42653000	43126000	43127000
42581000	42582000	43126000	43127000
42499000	42500000	43126000	43127000
42716000	42717000	43126000	43127000
42989000	42990000	43126000	43127000
42147000	42148000	43127000	43128000
42657000	42658000	43127000	43128000
42568000	42569000	43127000	43128000
42605000	42606000	43127000	43128000
42949000	42950000	43127000	43128000
42195000	42196000	43127000	43128000
42334000	42335000	43127000	43128000
42569000	42570000	43127000	43128000
42745000	42746000	43127000	43128000
42149000	42150000	43127000	43128000
42921000	42922000	43127000	43128000
42978000	42979000	43127000	43128000
42649000	42650000	43127000	43128000
42736000	42737000	43127000	43128000
42393000	42394000	43127000	43128000
42206000	42207000	43127000	43128000
42586000	42587000	43127000	43128000
42557000	42558000	43127000	43128000
43016000	43017000	43127000	43128000
43095000	43096000	43127000	43128000
42714000	42715000	43127000	43128000
42688000	42689000	43127000	43128000
42951000	42952000	43127000	43128000
42881000	42882000	43127000	43128000
42435000	42436000	43127000	43128000
42591000	42592000	43127000	43128000
42903000	42904000	43127000	43128000
42399000	42400000	43127000	43128000
42896000	42897000	43127000	43128000
42502000	42503000	43127000	43128000
42699000	42700000	43127000	43128000
43064000	43065000	43127000	43128000
42295000	42296000	43127000	43128000
42681000	42682000	43127000	43128000
42580000	42581000	43127000	43128000
42967000	42968000	43127000	43128000
42961000	42962000	43127000	43128000
42578000	42579000	43127000	43128000
42722000	42723000	43127000	43128000
42196000	42197000	43127000	43128000
43105000	43106000	43127000	43128000
42990000	42991000	43127000	43128000
42394000	42395000	43127000	43128000
42142000	42143000	43127000	43128000
42493000	42494000	43127000	43128000
42682000	42683000	43127000	43128000
42696000	42697000	43127000	43128000
42737000	42738000	43127000	43128000
42207000	42208000	43127000	43128000
42575000	42576000	43127000	43128000
42435000	42436000	43128000	43129000
42591000	42592000	43128000	43129000
42903000	42904000	43128000	43129000
42399000	42400000	43128000	43129000
42896000	42897000	43128000	43129000
43127000	43128000	43128000	43129000
42502000	42503000	43128000	43129000
42699000	42700000	43128000	43129000
43064000	43065000	43128000	43129000
42295000	42296000	43128000	43129000
42681000	42682000	43128000	43129000
42580000	42581000	43128000	43129000
42967000	42968000	43128000	43129000
42961000	42962000	43128000	43129000
42578000	42579000	43128000	43129000
42722000	42723000	43128000	43129000
42196000	42197000	43128000	43129000
43105000	43106000	43128000	43129000
42990000	42991000	43128000	43129000
42394000	42395000	43128000	43129000
42142000	42143000	43128000	43129000
42493000	42494000	43128000	43129000
42682000	42683000	43128000	43129000
42696000	42697000	43128000	43129000
42737000	42738000	43128000	43129000
42207000	42208000	43128000	43129000
42575000	42576000	43128000	43129000
42560000	42561000	43128000	43129000
42954000	42955000	43128000	43129000
42519000	42520000	43128000	43129000
42669000	42670000	43128000	43129000
42671000	42672000	43128000	43129000
42968000	42969000	43128000	43129000
43114000	43115000	43128000	43129000
43125000	43126000	43128000	43129000
43079000	43080000	43128000	43129000
43118000	43119000	43128000	43129000
42920000	42921000	43128000	43129000
42562000	42563000	43129000	43130000
43003000	43004000	43129000	43130000
42576000	42577000	43129000	43130000
42953000	42954000	43129000	43130000
42338000	42339000	43129000	43130000
42337000	42338000	43129000	43130000
42869000	42870000	43130000	43131000
42955000	42956000	43130000	43131000
42590000	42591000	43130000	43131000
42604000	42605000	43130000	43131000
42639000	42640000	43130000	43131000
42812000	42813000	43130000	43131000
42274000	42275000	43130000	43131000
42596000	42597000	43130000	43131000
42597000	42598000	43130000	43131000
42153000	42154000	43130000	43131000
42917000	42918000	43130000	43131000
42413000	42414000	43130000	43131000
42651000	42652000	43130000	43131000
42445000	42446000	43130000	43131000
43104000	43105000	43130000	43131000
42505000	42506000	43130000	43131000
42589000	42590000	43130000	43131000
42790000	42791000	43130000	43131000
42948000	42949000	43130000	43131000
42444000	42445000	43130000	43131000
42561000	42562000	43130000	43131000
42672000	42673000	43130000	43131000
43090000	43091000	43130000	43131000
42577000	42578000	43130000	43131000
42872000	42873000	43130000	43131000
42197000	42198000	43130000	43131000
42993000	42994000	43130000	43131000
43097000	43098000	43130000	43131000
43113000	43114000	43130000	43131000
42533000	42534000	43130000	43131000
42924000	42925000	43130000	43131000
43098000	43099000	43130000	43131000
42571000	42572000	43130000	43131000
43068000	43069000	43130000	43131000
42147000	42148000	43130000	43131000
42657000	42658000	43130000	43131000
42568000	42569000	43130000	43131000
42605000	42606000	43130000	43131000
42949000	42950000	43130000	43131000
42195000	42196000	43130000	43131000
42334000	42335000	43130000	43131000
42569000	42570000	43130000	43131000
42745000	42746000	43130000	43131000
42149000	42150000	43130000	43131000
42921000	42922000	43130000	43131000
42978000	42979000	43130000	43131000
42649000	42650000	43130000	43131000
42736000	42737000	43130000	43131000
42393000	42394000	43130000	43131000
42568000	42569000	43133000	43134000
42605000	42606000	43133000	43134000
42949000	42950000	43133000	43134000
42195000	42196000	43133000	43134000
42334000	42335000	43133000	43134000
42569000	42570000	43133000	43134000
42745000	42746000	43133000	43134000
42149000	42150000	43133000	43134000
42921000	42922000	43133000	43134000
42978000	42979000	43133000	43134000
42649000	42650000	43133000	43134000
42736000	42737000	43133000	43134000
42393000	42394000	43133000	43134000
42206000	42207000	43133000	43134000
42586000	42587000	43133000	43134000
42557000	42558000	43133000	43134000
43016000	43017000	43133000	43134000
43095000	43096000	43133000	43134000
42714000	42715000	43133000	43134000
42688000	42689000	43133000	43134000
42951000	42952000	43133000	43134000
42881000	42882000	43133000	43134000
42435000	42436000	43133000	43134000
42591000	42592000	43133000	43134000
42903000	42904000	43133000	43134000
42399000	42400000	43133000	43134000
42896000	42897000	43133000	43134000
43127000	43128000	43133000	43134000
42502000	42503000	43133000	43134000
42699000	42700000	43133000	43134000
43064000	43065000	43133000	43134000
42295000	42296000	43133000	43134000
42681000	42682000	43133000	43134000
42580000	42581000	43133000	43134000
42967000	42968000	43133000	43134000
42961000	42962000	43133000	43134000
42578000	42579000	43133000	43134000
42722000	42723000	43133000	43134000
42196000	42197000	43133000	43134000
43105000	43106000	43133000	43134000
42990000	42991000	43133000	43134000
42394000	42395000	43133000	43134000
42142000	42143000	43133000	43134000
42493000	42494000	43133000	43134000
42682000	42683000	43133000	43134000
42696000	42697000	43133000	43134000
42737000	42738000	43133000	43134000
43128000	43129000	43133000	43134000
42207000	42208000	43133000	43134000
42575000	42576000	43133000	43134000
42560000	42561000	43133000	43134000
42954000	42955000	43133000	43134000
42444000	42445000	43137000	43138000
42561000	42562000	43137000	43138000
42672000	42673000	43137000	43138000
43090000	43091000	43137000	43138000
43130000	43131000	43137000	43138000
42577000	42578000	43137000	43138000
42872000	42873000	43137000	43138000
42197000	42198000	43137000	43138000
42993000	42994000	43137000	43138000
43097000	43098000	43137000	43138000
43113000	43114000	43137000	43138000
42533000	42534000	43137000	43138000
42924000	42925000	43137000	43138000
43098000	43099000	43137000	43138000
42571000	42572000	43137000	43138000
43068000	43069000	43137000	43138000
42147000	42148000	43137000	43138000
42657000	42658000	43137000	43138000
42568000	42569000	43137000	43138000
42605000	42606000	43137000	43138000
42949000	42950000	43137000	43138000
42195000	42196000	43137000	43138000
42334000	42335000	43137000	43138000
42569000	42570000	43137000	43138000
42745000	42746000	43137000	43138000
42149000	42150000	43137000	43138000
42921000	42922000	43137000	43138000
42978000	42979000	43137000	43138000
42649000	42650000	43137000	43138000
42736000	42737000	43137000	43138000
42393000	42394000	43137000	43138000
42206000	42207000	43137000	43138000
42586000	42587000	43137000	43138000
42557000	42558000	43137000	43138000
43016000	43017000	43137000	43138000
43095000	43096000	43137000	43138000
42714000	42715000	43137000	43138000
42688000	42689000	43137000	43138000
42951000	42952000	43137000	43138000
42881000	42882000	43137000	43138000
42435000	42436000	43137000	43138000
42591000	42592000	43137000	43138000
42903000	42904000	43137000	43138000
42399000	42400000	43137000	43138000
42896000	42897000	43137000	43138000
43127000	43128000	43137000	43138000
43133000	43134000	43137000	43138000
42502000	42503000	43137000	43138000
42699000	42700000	43137000	43138000
43064000	43065000	43137000	43138000
42399000	42400000	43140000	43141000
42896000	42897000	43140000	43141000
43127000	43128000	43140000	43141000
43133000	43134000	43140000	43141000
42502000	42503000	43140000	43141000
42699000	42700000	43140000	43141000
43064000	43065000	43140000	43141000
42295000	42296000	43140000	43141000
42681000	42682000	43140000	43141000
42580000	42581000	43140000	43141000
42967000	42968000	43140000	43141000
42961000	42962000	43140000	43141000
42578000	42579000	43140000	43141000
42722000	42723000	43140000	43141000
42196000	42197000	43140000	43141000
43105000	43106000	43140000	43141000
42990000	42991000	43140000	43141000
42394000	42395000	43140000	43141000
42142000	42143000	43140000	43141000
42493000	42494000	43140000	43141000
42682000	42683000	43140000	43141000
42696000	42697000	43140000	43141000
42737000	42738000	43140000	43141000
43128000	43129000	43140000	43141000
42207000	42208000	43140000	43141000
42575000	42576000	43140000	43141000
42560000	42561000	43140000	43141000
42954000	42955000	43140000	43141000
42519000	42520000	43140000	43141000
42669000	42670000	43140000	43141000
42671000	42672000	43140000	43141000
42968000	42969000	43140000	43141000
43114000	43115000	43140000	43141000
43125000	43126000	43140000	43141000
43079000	43080000	43140000	43141000
43118000	43119000	43140000	43141000
42920000	42921000	43140000	43141000
42435000	42436000	43147000	43148000
42591000	42592000	43147000	43148000
42903000	42904000	43147000	43148000
42399000	42400000	43147000	43148000
42896000	42897000	43147000	43148000
43127000	43128000	43147000	43148000
43133000	43134000	43147000	43148000
42502000	42503000	43147000	43148000
42699000	42700000	43147000	43148000
43064000	43065000	43147000	43148000
42295000	42296000	43147000	43148000
42681000	42682000	43147000	43148000
42580000	42581000	43147000	43148000
42967000	42968000	43147000	43148000
42961000	42962000	43147000	43148000
42578000	42579000	43147000	43148000
42722000	42723000	43147000	43148000
42196000	42197000	43147000	43148000
43105000	43106000	43147000	43148000
42990000	42991000	43147000	43148000
42394000	42395000	43147000	43148000
42493000	42494000	43147000	43148000
42682000	42683000	43147000	43148000
42696000	42697000	43147000	43148000
42737000	42738000	43147000	43148000
43128000	43129000	43147000	43148000
42207000	42208000	43147000	43148000
43140000	43141000	43147000	43148000
42575000	42576000	43147000	43148000
42560000	42561000	43147000	43148000
42954000	42955000	43147000	43148000
42519000	42520000	43147000	43148000
42669000	42670000	43147000	43148000
42671000	42672000	43147000	43148000
42968000	42969000	43147000	43148000
43114000	43115000	43147000	43148000
43125000	43126000	43147000	43148000
43079000	43080000	43147000	43148000
43118000	43119000	43147000	43148000
42920000	42921000	43147000	43148000
42881000	42882000	43152000	43153000
42435000	42436000	43152000	43153000
42591000	42592000	43152000	43153000
42903000	42904000	43152000	43153000
42399000	42400000	43152000	43153000
42896000	42897000	43152000	43153000
43127000	43128000	43152000	43153000
43133000	43134000	43152000	43153000
42502000	42503000	43152000	43153000
42699000	42700000	43152000	43153000
43064000	43065000	43152000	43153000
42295000	42296000	43152000	43153000
42681000	42682000	43152000	43153000
42580000	42581000	43152000	43153000
42967000	42968000	43152000	43153000
42961000	42962000	43152000	43153000
42578000	42579000	43152000	43153000
42722000	42723000	43152000	43153000
42196000	42197000	43152000	43153000
43105000	43106000	43152000	43153000
42990000	42991000	43152000	43153000
42394000	42395000	43152000	43153000
42493000	42494000	43152000	43153000
42682000	42683000	43152000	43153000
42696000	42697000	43152000	43153000
42737000	42738000	43152000	43153000
43128000	43129000	43152000	43153000
43147000	43148000	43152000	43153000
42207000	42208000	43152000	43153000
43140000	43141000	43152000	43153000
42575000	42576000	43152000	43153000
42560000	42561000	43152000	43153000
42954000	42955000	43152000	43153000
42519000	42520000	43152000	43153000
42669000	42670000	43152000	43153000
42671000	42672000	43152000	43153000
42968000	42969000	43152000	43153000
43114000	43115000	43152000	43153000
43125000	43126000	43152000	43153000
43079000	43080000	43152000	43153000
43098000	43099000	43156000	43157000
42571000	42572000	43156000	43157000
43068000	43069000	43156000	43157000
42657000	42658000	43156000	43157000
42568000	42569000	43156000	43157000
42605000	42606000	43156000	43157000
42949000	42950000	43156000	43157000
42195000	42196000	43156000	43157000
42334000	42335000	43156000	43157000
42569000	42570000	43156000	43157000
42745000	42746000	43156000	43157000
42921000	42922000	43156000	43157000
42978000	42979000	43156000	43157000
42649000	42650000	43156000	43157000
42736000	42737000	43156000	43157000
43137000	43138000	43156000	43157000
42393000	42394000	43156000	43157000
42206000	42207000	43156000	43157000
42586000	42587000	43156000	43157000
42557000	42558000	43156000	43157000
43016000	43017000	43156000	43157000
43095000	43096000	43156000	43157000
42714000	42715000	43156000	43157000
42688000	42689000	43156000	43157000
42951000	42952000	43156000	43157000
42881000	42882000	43156000	43157000
42435000	42436000	43156000	43157000
42591000	42592000	43156000	43157000
42903000	42904000	43156000	43157000
42399000	42400000	43156000	43157000
42896000	42897000	43156000	43157000
43127000	43128000	43156000	43157000
43133000	43134000	43156000	43157000
42502000	42503000	43156000	43157000
42699000	42700000	43156000	43157000
43064000	43065000	43156000	43157000
42295000	42296000	43156000	43157000
42681000	42682000	43156000	43157000
42580000	42581000	43156000	43157000
42967000	42968000	43156000	43157000
42961000	42962000	43156000	43157000
42578000	42579000	43156000	43157000
42722000	42723000	43156000	43157000
42196000	42197000	43156000	43157000
43105000	43106000	43156000	43157000
42990000	42991000	43156000	43157000
42881000	42882000	43158000	43159000
42435000	42436000	43158000	43159000
42591000	42592000	43158000	43159000
42903000	42904000	43158000	43159000
42399000	42400000	43158000	43159000
42896000	42897000	43158000	43159000
43127000	43128000	43158000	43159000
43133000	43134000	43158000	43159000
42502000	42503000	43158000	43159000
42699000	42700000	43158000	43159000
43064000	43065000	43158000	43159000
42295000	42296000	43158000	43159000
42681000	42682000	43158000	43159000
42580000	42581000	43158000	43159000
42967000	42968000	43158000	43159000
42961000	42962000	43158000	43159000
42578000	42579000	43158000	43159000
42722000	42723000	43158000	43159000
42196000	42197000	43158000	43159000
43105000	43106000	43158000	43159000
42990000	42991000	43158000	43159000
42394000	42395000	43158000	43159000
42493000	42494000	43158000	43159000
42682000	42683000	43158000	43159000
42696000	42697000	43158000	43159000
43152000	43153000	43158000	43159000
42737000	42738000	43158000	43159000
43128000	43129000	43158000	43159000
43147000	43148000	43158000	43159000
42207000	42208000	43158000	43159000
43140000	43141000	43158000	43159000
42575000	42576000	43158000	43159000
42560000	42561000	43158000	43159000
42954000	42955000	43158000	43159000
42519000	42520000	43158000	43159000
42669000	42670000	43158000	43159000
42671000	42672000	43158000	43159000
42968000	42969000	43158000	43159000
43114000	43115000	43158000	43159000
43125000	43126000	43158000	43159000
43079000	43080000	43158000	43159000
42669000	42670000	43159000	43160000
42671000	42672000	43159000	43160000
42968000	42969000	43159000	43160000
43114000	43115000	43159000	43160000
43125000	43126000	43159000	43160000
43079000	43080000	43159000	43160000
43118000	43119000	43159000	43160000
42920000	42921000	43159000	43160000
42658000	42659000	43159000	43160000
42255000	42256000	43159000	43160000
43005000	43006000	43159000	43160000
42646000	42647000	43159000	43160000
43063000	43064000	43159000	43160000
42579000	42580000	43159000	43160000
43126000	43127000	43159000	43160000
42599000	42600000	43159000	43160000
42950000	42951000	43159000	43160000
42515000	42516000	43159000	43160000
43006000	43007000	43159000	43160000
42695000	42696000	43159000	43160000
42850000	42851000	43159000	43160000
42205000	42206000	43159000	43160000
42652000	42653000	43159000	43160000
42581000	42582000	43159000	43160000
42499000	42500000	43159000	43160000
42505000	42506000	43166000	43167000
42589000	42590000	43166000	43167000
42790000	42791000	43166000	43167000
42948000	42949000	43166000	43167000
42444000	42445000	43166000	43167000
42561000	42562000	43166000	43167000
42672000	42673000	43166000	43167000
43090000	43091000	43166000	43167000
43130000	43131000	43166000	43167000
42577000	42578000	43166000	43167000
42872000	42873000	43166000	43167000
42197000	42198000	43166000	43167000
42993000	42994000	43166000	43167000
43097000	43098000	43166000	43167000
43113000	43114000	43166000	43167000
42533000	42534000	43166000	43167000
42924000	42925000	43166000	43167000
43098000	43099000	43166000	43167000
42571000	42572000	43166000	43167000
43068000	43069000	43166000	43167000
42657000	42658000	43166000	43167000
42568000	42569000	43166000	43167000
42605000	42606000	43166000	43167000
42949000	42950000	43166000	43167000
42195000	42196000	43166000	43167000
42334000	42335000	43166000	43167000
42569000	42570000	43166000	43167000
42745000	42746000	43166000	43167000
42921000	42922000	43166000	43167000
42978000	42979000	43166000	43167000
42649000	42650000	43166000	43167000
42736000	42737000	43166000	43167000
43137000	43138000	43166000	43167000
42393000	42394000	43166000	43167000
42206000	42207000	43166000	43167000
42586000	42587000	43166000	43167000
42557000	42558000	43166000	43167000
43016000	43017000	43166000	43167000
43095000	43096000	43166000	43167000
43156000	43157000	43166000	43167000
42714000	42715000	43166000	43167000
42688000	42689000	43166000	43167000
42951000	42952000	43166000	43167000
42881000	42882000	43166000	43167000
42435000	42436000	43166000	43167000
42591000	42592000	43166000	43167000
42903000	42904000	43166000	43167000
42399000	42400000	43166000	43167000
42896000	42897000	43166000	43167000
43127000	43128000	43166000	43167000
43133000	43134000	43166000	43167000
43159000	43160000	43185000	43186000
43063000	43064000	43185000	43186000
42579000	42580000	43185000	43186000
43126000	43127000	43185000	43186000
42599000	42600000	43185000	43186000
